Soil_Moisture (%),Air_Humidity (%),Air_Pressure (hPa),Rain_Level (mm),Wind_Speed (m/s),Temperature (°C),Water_Needed (Liters)
37.454011884736246,71.05156546977392,1024.1555203117596,43.857957881034295,2.595079442271593,-6.539416132627714,243.0060373372044
95.07143064099162,56.743396282735446,1038.1101875096317,45.358622005898006,10.79451811954512,19.284837424625692,599.4516068176462
73.1993941811405,97.15988198911526,996.3179875379001,18.918616087772023,12.307726547922996,29.94343702690142,867.4973697946568
59.86584841970366,37.518276078739056,978.9178731673408,11.581536117556452,10.154105423159187,28.22365473950439,858.6806936287383
15.601864044243651,67.02851327991524,981.8846574355462,9.583052542871402,10.351944311320072,31.869810414933347,921.3814468915045
15.599452033620265,76.01680119921781,1019.6948258364393,44.097654784721975,3.2476770774353225,38.97290443985803,713.2760910264142
5.8083612168199465,86.04515914763053,1006.7558033991496,11.561126126024696,11.971491340800393,39.79094970257364,1000.0
86.61761457749351,52.55768243424057,998.6494130977258,26.541952340125885,19.535626929052867,10.523392579867672,739.5732836605922
60.11150117432088,74.95375261259852,970.2774078776174,16.586964153931493,19.516389125438785,15.104752801935426,842.8250937789824
70.80725777960456,44.25611771074262,1037.5455687498904,24.946771915490874,6.982883096043864,14.9091555642709,607.8587651720312
2.0584494295802447,54.838087388945624,1028.1020447507406,17.288350918710133,14.568999452078028,22.102644081428977,852.5021431730354
96.99098521619943,91.65017049627194,964.063860173923,14.647435803318148,8.83143727989182,2.284531281874239,552.9823974356691
83.24426408004217,95.99260874647635,986.7388454602137,21.366150063958777,2.7552016543195434,28.629117346227595,695.8151687332625
21.233911067827616,77.50538775418119,1004.2132093638892,16.64627683596783,14.807588910111535,-3.6659226125834135,595.8530500256514
18.182496720710063,49.948151262094804,995.4338622771533,41.984565228809885,6.8808414480845315,37.559937852680804,763.4344250878136
18.34045098534338,85.60462319797313,989.7795838737738,29.03283051741279,15.218570767686021,-3.763011628514958,539.9821573474737
30.42422429595377,22.069366538033613,1021.883189756053,8.808351376972173,7.587533857907822,27.13325924064376,831.9765761014079
52.475643163223786,28.219672843153685,955.4503504237838,11.797284982317608,3.5002917060450756,9.858361687786068,576.3588746079816
43.194501864211574,72.90989891002889,997.1410339125941,2.677674882787456,17.06040592490347,21.692454598918363,946.483909889535
29.122914019804192,43.29988602160459,976.2181690389601,14.984431673360838,1.037263665093282,5.715507561541504,489.0549980190688
61.18528947223795,96.11089747203822,958.4618385234759,33.47590789370693,7.31143580054529,-4.015426188842893,383.78214880954437
13.949386065204184,54.88484896738438,996.4887158002965,9.147918495428181,13.450775148901393,36.902835121626055,1000.0
29.214464853521815,54.34918563113416,967.1368691070569,4.960117843772643,17.727270471352522,15.504436726715973,887.3884956625277
36.63618432936917,74.2463608152745,975.8224281890209,16.050769302897454,3.222115739085789,5.026078131220416,507.34781558519296
45.606998421703594,81.40548498449517,1000.7008729510076,30.626111674524402,1.921097316251914,21.224794050415927,574.2517423488049
78.51759613930136,58.04469905001092,1047.3708979932821,23.639002288702955,6.0427550272825155,2.8955824976400955,477.8468601003335
19.967378215835975,37.120072136937935,1018.4255006803555,16.609513073574917,5.123804133518148,-7.97742549719608,408.04502819818606
51.42344384136116,81.86469141804973,977.9621798156825,44.14758789669036,13.884864825791112,29.682795459086613,768.9359543418726
59.24145688620425,45.628101989890204,988.2406052575377,23.427884875613486,4.753324158066372,39.79325911639926,834.3205920910596
4.645041271999773,34.00886154350861,990.6133152320978,22.75233352488512,12.479505655395597,37.822187515781174,950.25927998272
60.75448519014384,70.53121519400106,965.3637623344378,1.5828378872712323,13.12013083975923,33.987468411983826,1000.0
17.052412368729154,27.236293359228032,966.065418885968,31.96714157896351,16.111685655307255,27.37114426344113,850.4352958585839
6.505159298527952,97.70821400688439,964.8394723487364,22.967244225061773,12.068464001683347,-1.902619366057003,545.212997449813
94.88855372533332,70.59178115297095,1002.1664137736917,7.253856940269509,18.419662891066153,-2.2107014782042604,689.4520777650022
96.56320330745594,98.87164167374047,1017.4186086739708,12.186959100299244,13.841932739759832,-2.516147477611116,592.5637598265533
80.83973481164611,47.11147387829088,1009.0720684610826,10.118186589216855,4.848862345009373,12.980622798293656,627.6963097684991
30.46137691733707,97.69641289523183,1047.776718545335,6.104911046284117,18.797324504457038,13.800173140370713,880.298630663941
9.767211400638388,31.644979818289887,962.5874572257652,21.777068349939356,3.799604338582172,18.879528964371847,633.9738495525628
68.42330265121569,23.255581787762274,1048.6474406302755,18.164352746136476,3.7199175504120063,1.3359954394576636,457.80996312470967
44.01524937396013,22.638724836368205,996.6673933887892,18.006152253793005,14.845728721083722,-8.014296826579377,539.3076264693091
12.203823484477883,57.18962964793817,971.8632787777137,12.576408398914918,10.380124467461691,-4.961882518511293,539.5398527868945
49.51769101112702,26.64033579828758,1044.3280826005757,21.821326676017037,3.200607591809894,-6.529961811148773,358.7475550822374
3.4388521115218396,60.97343073340814,996.8613310144592,27.376150209887207,2.2786522941024567,29.64060248707745,692.6734025994188
90.9320402078782,46.20004028071204,984.734695521052,30.575088585991573,3.387921783009289,-3.2652576823096044,338.01119492972197
25.87799816000169,46.85031939792925,971.3810103817957,10.991283538715107,18.529332043558618,27.5228528011446,990.4486915232493
66.2522284353982,70.84871972361358,976.7875451115802,36.392169778260296,11.729604189250011,-4.644921180887437,427.6583336079549
31.171107608941096,33.047840492129616,1047.921951022722,1.3514535614739476,14.583213215184427,14.791774560451461,850.557343742229
52.00680211778108,81.32426962717848,980.3973439904775,37.52201166496791,2.5603688728671536,4.392978412151708,379.1232182543505
54.67102793432797,66.56247358229078,1047.7805923759606,14.148380039937154,7.585991820144391,22.571488941504718,752.3615581372289
18.485445552552704,93.19557030780088,983.0214986612087,18.5000431179297,11.138960398425002,-2.700910800239022,542.0294487185705
96.95846277645586,49.18725230140187,973.1418465588562,29.035566513862925,10.195035565921014,19.43070787827428,672.9672408693066
77.51328233611146,98.61719936537004,968.3364182901847,30.522569685537025,7.451630422711655,18.579464500966022,621.7022682218164
93.9498941564189,66.06621173712185,991.1854505273997,21.057732873471046,1.9153834930884694,10.147642996004588,496.733549742092
89.48273504276489,97.8721564950027,973.6806448535027,46.89494736916508,13.657528399396305,14.124560748222162,584.7889761145113
59.78999788110851,22.164852323769225,1019.6937963827053,42.91627117715923,11.95858686229008,-2.6511401533826717,420.3490461503958
92.18742350231169,78.23810579299104,973.9771735363978,11.251827939589282,8.409810290656662,30.525703436939324,847.4888219806032
8.84925020519195,85.3297219434189,1033.539684499787,29.445509698365424,18.540339699653483,20.237894140396822,830.6017133453857
19.59828624191452,24.253862934119006,1033.4011258488167,36.04925037032685,15.120846073286991,-4.027599876745987,500.4109546076363
4.522728891053807,66.31757312129966,978.5526374048067,10.847179123830792,7.296540834978423,35.876892016858285,912.6243184067891
32.53303307632643,84.15538348715587,1025.3540130486829,0.9225212422353524,1.0558838408562532,21.131323031160445,712.7789717903736
38.8677289689482,64.88309801784581,1035.7545875979454,48.78022702327427,16.007798867561167,-1.3831801304100306,470.7237279022614
