Soil_Moisture (%),Air_Humidity (%),Rain_Level (mm),Wind_Speed (m/s),Temperature (°C),Motor_Runtime (Minutes)
37.454011884736246,71.05156546977392,37.077760155879766,17.543183152413718,-3.5123013943210175,0
95.07143064099162,56.743396282735446,44.05509375481584,18.143448802359202,16.9862952988628,2
73.1993941811405,97.15988198911526,23.158993768950047,7.567446435108809,20.76931636980749,2
59.86584841970366,37.518276078739056,14.45893658367038,4.632614447022581,15.385263557897968,1
15.601864044243651,67.02851327991524,15.942328717773075,3.8332210171485603,15.879860778300177,1
15.599452033620265,76.01680119921781,34.847412918219696,17.63906191388879,-1.8808073064116932,1
5.8083612168199465,86.04515914763053,28.37790169957481,4.624450450409878,19.928728352000984,1
86.61761457749351,52.55768243424057,24.324706548862856,10.616780936050354,38.83906732263217,2
60.11150117432088,74.95375261259852,10.138703938808701,6.6347856615725975,38.790972813596966,2
70.80725777960456,44.25611771074262,43.77278437494517,9.978708766196348,7.457207740109659,0
2.0584494295802447,54.838087388945624,39.0510223753703,6.915340367484053,26.422498630195072,2
96.99098521619943,91.65017049627194,7.03193008696148,5.85897432132726,12.078593199729546,2
83.24426408004217,95.99260874647635,18.369422730106834,8.54646002558351,-3.111995864201141,0
21.233911067827616,77.50538775418119,27.106604681944567,6.65851073438713,27.01897227527884,2
18.182496720710063,49.948151262094804,22.7169311385766,16.793826091523954,7.202103620211329,2
18.34045098534338,85.60462319797313,19.88979193688692,11.613132206965116,28.04642691921505,2
30.42422429595377,22.069366538033613,35.941594878026464,3.5233405507888693,8.968834644769554,0
52.475643163223786,28.219672843153685,2.7251752118918726,4.7189139929270425,-1.249270734887311,0
43.194501864211574,72.90989891002889,23.570516956297094,1.0710699531149825,32.65101481225867,2
29.122914019804192,43.29988602160459,13.109084519480069,5.9937726693443345,-7.406840837266795,0
61.18528947223795,96.11089747203822,4.230919261737948,13.390363157482772,8.278589501363225,2
13.949386065204184,54.88484896738438,23.244357900148277,3.6591673981712725,23.626937872253478,2
29.214464853521815,54.34918563113416,8.568434553528437,1.9840471375090574,34.3181761783813,2
36.63618432936917,74.2463608152745,12.91121409451043,6.4203077211589825,-1.9447106522855275,0
45.606998421703594,81.40548498449517,25.350436475503795,12.250444669809761,-5.197256709370215,0
78.51759613930136,58.04469905001092,48.68544899664107,9.455600915481181,5.1068875682062895,0
19.967378215835975,37.120072136937935,34.21275034017779,6.643805229429967,2.8095103337953713,0
51.42344384136116,81.86469141804973,13.981089907841238,17.659035158676144,24.71216206447778,2
59.24145688620425,45.628101989890204,19.120302628768826,9.371153950245395,1.88331039516593,0
4.645041271999773,34.00886154350861,20.306657616048863,9.100933409954049,21.198764138488993,2
60.75448519014384,70.53121519400106,7.681881167218857,0.6331351549084929,22.800327099398075,2
17.052412368729154,27.236293359228032,8.032709442984038,12.786856631585405,30.279214138268138,2
6.505159298527952,97.70821400688439,7.419736174368224,9.18689769002471,20.17116000420837,2
94.88855372533332,70.59178115297095,26.083206886845844,2.901542776107804,36.04915722766538,2
96.56320330745594,98.87164167374047,33.70930433698541,4.874783640119698,24.60483184939958,1
80.83973481164611,47.11147387829088,29.53603423054133,4.047274635686742,2.1221558625234316,0
30.46137691733707,97.69641289523183,48.88835927266742,2.441964418513647,36.99331126114259,2
9.767211400638388,31.644979818289887,6.293728612882593,8.710827339975742,-0.5009891535445696,1
68.42330265121569,23.255581787762274,49.323720315137756,7.2657410984545905,-0.7002061239699842,0
44.01524937396013,22.638724836368205,23.333696694394597,7.2024609015172025,27.114321802709306,2
12.203823484477883,57.18962964793817,10.931639388856883,5.030563359565967,15.950311168654228,2
49.51769101112702,26.64033579828758,47.164041300287856,8.728530670406816,-1.998481020475264,0
3.4388521115218396,60.97343073340814,23.43066550722963,10.950460083954884,-4.303369264743858,0
90.9320402078782,46.20004028071204,17.36734776052602,12.23003543439663,-1.5301955424767772,0
25.87799816000169,46.85031939792925,10.69050519089783,4.396513415486043,36.32333010889655,2
66.2522284353982,70.84871972361358,13.393772555790108,14.556867911304119,19.32401047312503,2
31.171107608941096,33.047840492129616,48.960975511360964,0.540581424589579,26.458033037961066,0
52.00680211778108,81.32426962717848,15.198671995238715,15.008804665987165,-3.599077817832116,1
54.67102793432797,66.56247358229078,48.890296187980255,5.659352015974861,8.964979550360976,0
18.485445552552704,93.19557030780088,16.51074933060436,7.4000172471718795,17.847400996062504,2
96.95846277645586,49.18725230140187,11.570923279428097,11.61422660554517,15.487588914802533,2
77.51328233611146,98.61719936537004,9.168209145092366,12.209027874214812,8.629076056779137,2
93.9498941564189,66.06621173712185,20.59272526369985,8.423093149388418,-5.211541267278826,0
89.48273504276489,97.8721564950027,11.84032242675136,18.757978947666032,24.143820998490767,2
59.78999788110851,22.164852323769225,34.84689819135266,17.166508470863693,19.896467155725198,2
92.18742350231169,78.23810579299104,11.988586768198923,4.500731175835712,11.024525726641652,1
8.84925020519195,85.3297219434189,41.76984224989346,11.778203879346169,36.35084924913371,2
19.59828624191452,24.253862934119006,41.700562924408345,14.41970014813074,27.80211518321748,2
4.522728891053807,66.31757312129966,14.276318702403307,4.338871649532317,8.241352087446057,1
32.53303307632643,84.15538348715587,37.677006524341486,0.36900849689414095,-7.360290397859367,0
38.8677289689482,64.88309801784581,42.877293798972666,19.512090809309708,30.019497168902916,2
27.134903177389592,25.10508723243733,29.50664219685733,19.166968302974798,12.00629231362521,2
82.87375091519293,75.47577927186492,18.316620543202745,6.406953837329306,13.611686464625244,1
35.67533266935893,24.84775317386469,22.048359335633954,4.7822965499078745,19.367625275524844,2
28.093450968738075,85.39751160131507,39.31144325173909,3.0922937566197284,23.02324040489905,1
54.26960831582485,23.44273466453555,14.665873199840707,13.742915008281285,20.432002551163638,2
14.092422497476264,30.991790480829664,16.7231167188097,15.105833435225195,4.068107845701272,2
80.21969807540397,42.00860724186148,8.039216812892535,8.408046209997806,-1.1049127309606135,0
7.455064367977082,70.669183380864,19.95262015065013,4.856188263639371,-8.597834678305057,0
98.68869366005173,98.10872797050448,4.325756612474296,8.974475654960187,-9.346668344577932,0
77.22447692966574,29.425828209594755,16.051722049455574,10.327187042110266,34.44276912525448,2
19.87156815341724,31.416613537113474,18.673969047392852,10.868077451853837,39.72693004069063,2
0.5522117123602399,49.509631736078425,12.773956621206606,8.867349080820562,7.882203195496938,2
81.54614284548342,86.89753102042562,5.067905956749408,0.07467496808819307,0.6511235828444732,0
70.68573438476172,57.37847622006513,26.083362128077752,9.435555683242216,9.967699765220182,1
72.90071680409874,45.72884802046573,43.25405848777354,6.9454377842567645,-4.837566577097332,0
77.12703466859458,64.8963065767089,16.78223729002352,11.131239950899532,21.485861436292957,2
7.4044651734090365,40.84185579566,11.840078571006934,1.3875717028963397,1.2505896663693257,0
35.84657285442726,52.092792579801674,14.25191088452517,17.583785214435604,5.87117564691089,2
11.586905952512971,46.60841193856335,43.09435906521184,17.50882030216391,32.772445884283655,2
86.31034258755935,84.33128179317167,26.390379480389882,11.28230865590201,18.454900784998387,2
62.329812682755794,93.94045811504006,6.539517563538738,14.742393421180209,-3.2590591188345366,1
33.08980248526492,80.76577537255295,35.46108245277313,8.758074812291222,-5.223835730872214,0
6.355835028602364,55.12668608239868,7.718446661672473,11.805996885843461,22.709274910163323,2
31.09823217156622,60.3467981997331,3.0122201471118326,12.35348361742612,-1.8670069931335327,1
32.518332202674706,30.005895514354854,12.784243824895864,7.0777716818266505,-0.15984395936135698,0
72.96061783380641,79.74917689076302,8.404508975838294,19.217443465962642,20.08933339145502,2
63.75574713552131,67.71805435160353,30.249873718733404,12.05207392432399,35.52881684497304,2
88.72127425763266,92.19519969099491,24.228320367002095,19.8106303243842,17.071089083480913,2
47.22149251619493,36.04889148601225,36.20322752464336,8.64741536276066,13.415834313611178,1
11.959424593830171,80.77808975460897,25.578552513012294,0.6464153517502336,32.93377995865678,2
71.3244787222995,74.77373293753517,20.950296760469385,6.04873966078962,4.67551198639635,0
76.07850486168974,41.26764270478017,26.31093452188715,13.01575464411444,-8.270980230128103,0
56.127719756949624,73.390291163266,21.724305654388893,18.206869957051946,17.884384922163253,2
77.0967179954561,93.94987044613197,1.854344695701976,12.30328488397625,-3.4052237603867797,1
49.379559636439076,93.4748790133695,34.034955649812,9.435273307889107,-6.970897771404319,0
52.27328293819941,77.5701259612913,48.10651631072277,1.6148607799307224,-5.1479918423458635,0
42.75410183585496,23.84584900272481,21.101677851802318,2.895127831541644,-4.483343741545478,0
2.541912674409519,89.78114698561292,21.186649188402335,1.0693875930404362,22.783005719951817,1
10.789142699330444,72.62228856036319,2.2884439318623273,14.223647908952085,19.11947483849564,2
3.142918568673425,44.83474025461875,44.518954234337414,16.621827985397264,6.010823443116262,1
63.64104112637804,34.980028936455945,46.45606937314649,3.2887790283665708,2.153916833857819,0
31.435598107632668,29.29630903978537,40.65695590070716,6.504646903070128,-9.965533600481377,0
50.85706911647028,24.01895194062088,5.317273577092835,9.582153137559402,-2.055519595945218,1
90.7566473926093,80.32825983606051,45.01118405769696,2.8557307804355703,18.77567602182346,0
24.929222914887493,38.86743991546203,1.1977831697520425,8.323826010881536,17.822620396278563,2
41.038292303562976,21.940234883460406,22.228716161815438,19.33664216304208,26.821222023883514,2
75.55511385430486,51.78165214735914,25.031182705069728,14.382963556873527,-8.350893026253122,0
22.879816549162246,58.60856644738711,41.700105051316946,3.338635812994468,29.75556541992978,1
7.697990982879299,33.53841847201015,37.54296067269855,1.9762913516133218,19.088997896060665,0
28.9751452913768,23.523866893003984,39.85484482499429,8.903017728670584,3.644728221324309,0
16.122128725400444,35.13003864784551,43.39504747786873,19.75902254941136,11.779173649037535,2
92.96976523425731,74.32822094692595,23.803546024636287,15.86565144867371,29.968725891087793,2
80.8120379564417,26.57949418009651,39.01261767585857,5.862468242562253,14.285277038927617,0
63.34037565104234,64.4029624445595,3.401654720271946,0.5256141696699967,25.402929619158776,2
87.14605901877177,31.712959032653334,22.22732113752694,8.225778412452183,10.372153906543623,1
80.36720768991145,35.655133886433546,1.5066337434820554,3.210746174739074,17.317967980089296,2
18.657005888603585,51.446230661335896,45.7657532659297,3.605617224877049,31.641443676457847,1
89.25589984899777,28.06602688429851,47.92068909764604,3.2459631968074354,14.832678015345778,0
53.93422419156507,33.85628022257703,4.196953014408139,14.392153190508745,18.156036890070467,2
80.74401551640625,47.91619291610833,26.631332220388025,0.7168282441869955,11.10825520785961,0
89.60912999234932,46.37352043986935,16.256980316843457,11.294657340242084,-0.4667328440842127,0
31.800347497186387,79.94171885405855,17.126714233143904,15.05041767587299,38.67304557102461,2
11.005192452767677,25.98258441011395,22.535003068774234,3.1281825523398354,-8.971426999640322,0
22.793516254194166,88.83605885330748,6.253298262727536,17.858620233235044,-3.7897469699231827,2
42.71077886262563,85.29857365915639,9.038509939195633,1.562688598139077,25.635816000613964,2
81.80147659224932,81.27933117535507,28.868433006397236,13.654120137055417,27.034391190280736,2
86.07305832563435,44.7497889970506,0.9377954718744141,3.439289219395123,-2.1792301138427472,0
0.6952130531190703,85.830542843263,29.990051100710037,16.120635791992367,21.690938476123016,2
51.07473025775657,34.62416642314246,15.945859389333467,11.427956054924044,34.24445398022468,2
41.7411003148779,29.952736468402257,41.61032074020008,11.78411683818631,30.018308682940237,2
22.210781047073024,23.59650667915899,30.00032538643419,6.920450350911656,-9.776095716713586,0
11.98653673336828,95.14482904044607,35.4045600356086,5.6652546525471426,-7.981687745068097,0
33.7615171403628,44.64087181642189,5.721259061897266,9.266421391308025,13.322630266863225,2
94.29097039125192,93.40943041423247,13.293118234084428,15.154275446324268,7.605389169805175,2
32.320293202075526,41.80908492154637,49.83348044860183,3.36439615128437,-5.336600246374431,0
51.87906217433661,92.60527674690796,21.682612345461187,16.325389387545602,-0.3607163711609367,1
70.30189588951778,92.31432422768707,17.94326026621048,9.596757974436109,37.149573470754895,2
36.3629602379294,93.89408360085703,43.69276794886371,9.04427933247158,8.395481967297862,0
97.17820827209607,59.6922751427355,1.6537304431567423,0.3319663003282458,1.0647838144087416,0
96.24472949421113,89.27570294391136,26.738668083805976,2.4839051094158915,-1.9015927199698108,0
25.178229582536417,96.06127169338562,10.512860689296216,8.639453371973529,19.513029831791677,2
49.72485058923854,45.96935535177436,18.40763957268816,19.62596889237697,13.223912481943572,2
30.087830981676966,53.5099524546044,9.9888535935164,5.002994035579283,7.056829920157838,1
28.484049437746762,77.53921498685952,1.8911379774353865,0.20510916174051763,8.40665942380475,1
3.6886947354532795,44.02878573786407,20.825606698427833,8.7169002317218,0.10834123750501412,0
60.956433397989684,80.30474471301272,39.46015105975448,0.31907976141800853,27.320160545705093,1
50.26790232288615,25.911371617082715,47.59772163134455,6.724430364832273,27.43364810007469,1
5.147875124998935,61.87987074308338,31.192648730500615,7.081113805819874,-8.376495287561694,0
27.864646423661142,29.785078726699616,19.44185461763607,0.04706231729664889,0.7622967878700404,0
90.82658859666537,43.465878114934114,38.49276367736511,15.591359140522332,-6.926795994670528,0
23.95618906669724,40.69003139891776,25.261199171461048,18.25703133105221,-5.613942156249799,1
14.48948720912231,87.11456588501329,18.38101399453308,19.97520908011941,37.868286296383985,2
48.9452760277563,35.4813804324958,8.954484627648734,10.175631918298807,12.752554683399413,2
98.56504541106007,84.67583361272952,39.80649921685287,6.132382285863123,-0.02863059105125032,0
24.20552715115004,83.51682767263375,25.021289525850833,14.349494725890262,38.274993916306535,2
67.21355474058785,59.910644444578395,48.19018706555315,14.729256981947598,13.804338474507237,1
76.16196153287176,38.707460447690366,40.095480017435996,7.583766502284915,24.26068951787545,1
23.763754399239968,38.15170719649782,21.00080595711385,11.311705724558704,37.86855174049413,2
72.82163486118596,57.193971769267826,37.04250204337286,16.435410839371553,36.489348568353186,2
36.77831327192532,20.704720591481305,22.66957464260355,3.783489220927796,38.223091410894234,2
63.23058305935795,62.50806036890929,3.9932864207132326,0.40945811879387506,31.971955815184913,2
63.35297107608947,96.22236206136444,25.83405257791094,10.793930202788973,25.04134669820411,2
53.57746840747585,32.37655054900772,43.28643097670748,13.287844621646132,0.4622932325983804,0
9.02897700544083,65.86764971804827,42.77206592585082,11.499459981629009,-0.8610731230752595,0
83.5302495589238,96.94229509155655,28.74834568199873,11.9248859416569,7.630539861413265,1
32.07800649717358,88.84177115932802,19.0011768207425,7.86185731492364,35.02089604932974,2
18.651851039985424,88.03040931050722,0.5050301155185899,13.029894550609653,2.3545701951001394,2
4.077514155476392,85.74799443169512,15.570488946975637,0.8562232757908572,0.505591525342906,0
59.08929431882418,44.72188848449485,49.49042886538671,3.0236928445447653,18.799323690083572,0
67.75643618422824,91.24934650134497,36.32455166464972,8.896167100775514,1.5747267014416177,0
1.6587828927856152,95.30722809865368,35.87942819125314,18.859761889460785,18.9697650523775,2
51.2093058299281,59.66339386392315,38.054169516588054,12.889839045057414,22.572644908123358,2
22.649577519793795,48.3656837807567,31.005669167097217,7.105570155830463,7.701188709039435,0
64.51727904094498,53.138321248468486,29.292932858750397,9.159184422741745,12.716803065911435,1
17.436642900499145,46.73651534650125,22.68096276812073,16.91268849451494,13.366174302015285,2
69.09377381024659,36.993475361963206,22.19669968348435,10.849393420324617,-3.9764078322775145,0
38.67353463005374,69.47587762023116,43.54242277185993,0.9573371254750551,-4.376332782280064,0
93.67299887367345,65.00775089962583,19.672813084839024,8.33731555693302,-2.574536560836024,0
13.752094414599325,57.00680568314205,42.01458920338608,7.760596439500828,27.85211804495632,2
34.10663510502585,27.667630934786544,41.88672128124685,17.997795664389894,28.39366810074886,2
11.347352124058908,83.75143717647998,38.544909967075554,6.108237692309773,11.470395513503643,0
92.46936182785628,33.99468502006314,1.8821199931723098,1.2938640759688003,-8.649862781937813,0
87.7339353380981,29.16496347168385,7.398612220180989,7.096425253496694,-9.315587890468043,0
25.79416277151556,69.84571163863579,15.735257109325751,0.8779521159530157,37.957993845659644,2
65.99840460341791,51.891548899017856,42.37666711297409,16.645826553414963,1.4432437980020065,0
81.72222002012158,24.784678028186356,43.66296906780829,11.804137948340747,-1.600992220267086,0
55.52008115994623,48.44546839688466,2.0778647177746077,9.38752413153992,-5.759790051878213,0
52.965057835600646,81.74242818279703,16.236227656429943,7.196900794725105,24.969199023600034,2
24.18522909004517,69.2199364173678,42.51921023190353,8.353135086583999,26.371097543860316,2
9.310276780589922,49.02288183895975,12.484662451761913,15.756820480217065,37.9173462504687,2
89.72157579533267,35.344383330767045,48.80016532985659,3.600294999608198,32.13505863743172,1
90.04180571633304,70.54364966438186,24.465188328801368,1.4287752542324683,-8.75406173088117,0
63.31014572732679,91.00442407570841,46.8656344699205,11.234499608483992,30.676372909135274,2
33.90297910487007,71.7018174412731,21.441319718263145,17.17812428328909,38.36786900938098,2
34.92095746126609,85.03230837201794,16.189946354381497,11.244735849130072,16.28703335331523,2
72.59556788702393,61.72222708434968,18.12050876044264,15.923100661360383,-1.8164333541052375,1
89.71102599525771,77.4376885392823,44.21502912653366,17.85518179396329,1.6135804967491865,0
