humidity,soilmoisture,temperature,windspeed,Motor_Runtime (Minutes)
49.963209507789,40.697103042800705,12.716931138576602,3.6591673981712725,0
96.05714451279329,68.69219076574815,9.889791936886919,1.9840471375090574,0
78.5595153449124,30.320147138428275,25.941594878026464,6.4203077211589825,2
67.89267873576293,43.547609236182026,-7.274824788108127,12.250444669809761,0
32.48149123539492,89.56271312033992,13.570516956297094,9.455600915481181,0
32.47956162689621,94.99076093309543,3.109084519480069,6.643805229429967,0
24.64668897345596,71.88173469272647,-5.769080738262052,17.659035158676144,0
89.29409166199481,37.4351890776185,13.244357900148277,9.371153950245395,2
68.0892009394567,82.00577899746641,-1.4315654464715628,9.100933409954049,0
76.64580622368364,2.5867081725420182,2.911214094510431,0.6331351549084929,1
21.646759543664196,10.274591053942107,15.350436475503795,12.786856631585405,2
97.59278817295954,66.13737363753611,38.68544899664107,9.18689769002471,2
86.59541126403374,29.124857527005744,24.21275034017779,2.901542776107804,2
36.987128854262096,95.13862184004778,3.9810899078412376,4.874783640119698,0
34.54599737656805,43.606061209230475,9.120302628768826,4.047274635686742,0
34.6723607882747,42.9364820389177,10.306657616048863,2.441964418513647,0
44.33937943676302,67.80795101909312,-2.318118832781143,8.710827339975742,0
61.98051453057903,76.75685623061896,-1.9672905570159624,7.2657410984545905,0
54.55560149136926,47.55587381251365,-2.580263825631776,7.2024609015172025,0
43.298331215843355,21.400090171172415,16.083206886845844,5.030563359565967,2
68.94823157779035,77.33086427256217,23.70930433698541,8.728530670406816,0
31.15950885216335,32.03512748736276,19.53603423054133,10.950460083954884,2
43.37157188281745,17.51107692938576,38.88835927266742,12.23003543439663,2
49.308947463495336,63.164018992501326,-3.7062713871174067,4.396513415486043,0
56.48559873736288,9.04536669903504,39.323720315137756,14.556867911304119,2
82.81407691144109,97.1352675086055,13.333696694394597,0.540581424589579,0
35.97390257266878,63.2397264412137,0.9316393888568832,15.008804665987165,0
61.13875507308893,98.58955209217558,37.164041300287856,5.659352015974861,0
